date,product,category,sales,price,stock
2022-05-24,Rice,Grocery,61,181.26278836196764,447
2022-05-24,Eggs,Dairy,63,198.71845293036316,359
2022-05-24,Soap,Personal Care,70,80.62757261644522,316
2022-05-24,Shampoo,Personal Care,71,20.96355639902078,290
2022-05-25,Milk,Dairy,78,128.1875168504888,372
2022-05-25,Bread,Bakery,78,119.02983827985754,281
2022-05-25,Rice,Grocery,43,55.67579344976631,257
2022-05-25,Eggs,Dairy,77,195.13072534905893,465
2022-05-25,Soap,Personal Care,76,152.83671287742771,392
2022-05-25,Shampoo,Personal Care,57,139.1144861554426,420
2022-05-26,Milk,Dairy,47,146.6403804194681,348
2022-05-26,Bread,Bakery,53,154.16748821389177,308
2022-05-26,Rice,Grocery,73,179.87791748131764,353
2022-05-26,Eggs,Dairy,51,89.69511885188957,331
2022-05-26,Soap,Personal Care,71,178.88861056068964,441
2022-05-26,Shampoo,Personal Care,71,122.31475761911813,240
2022-05-27,Milk,Dairy,73,122.82247135382694,245
2022-05-27,Bread,Bakery,80,23.520074182952236,470
2022-05-27,Rice,Grocery,46,97.4004551603518,479
2022-05-27,Eggs,Dairy,73,19.051838912936255,363
2022-05-27,Soap,Personal Care,50,166.70969269277947,489
2022-05-27,Shampoo,Personal Care,80,112.42796501984165,447
2022-05-28,Milk,Dairy,104,17.1385071757924,453
2022-05-28,Bread,Bakery,79,147.3943720376853,367
2022-05-28,Rice,Grocery,82,67.79775673089335,411
2022-05-28,Eggs,Dairy,90,19.86117928158871,237
2022-05-28,Soap,Personal Care,119,89.02934187055246,229
2022-05-28,Shampoo,Personal Care,121,165.18809863607086,405
2022-05-29,Milk,Dairy,111,51.892802590930216,221
2022-05-29,Bread,Bakery,97,135.59270830699086,258
2022-05-29,Rice,Grocery,109,144.7709574097958,361
2022-05-29,Eggs,Dairy,94,190.922139282543,209
2022-05-29,Soap,Personal Care,107,124.29523706696658,310
2022-05-29,Shampoo,Personal Care,98,29.478033172630145,390
2022-05-30,Milk,Dairy,82,80.1633463409528,287
2022-05-30,Bread,Bakery,48,44.2371932843481,397
2022-05-30,Rice,Grocery,54,141.97313117812422,366
2022-05-30,Eggs,Dairy,84,15.863001818533764,368
2022-05-30,Soap,Personal Care,76,75.61497092652868,461
2022-05-30,Shampoo,Personal Care,78,39.891993200347365,262
2022-05-31,Milk,Dairy,67,137.50050393338375,308
2022-05-31,Bread,Bakery,62,69.27696386201951,470
2022-05-31,Rice,Grocery,46,83.02745731958562,242
2022-05-31,Eggs,Dairy,61,12.16941685627399,488
2022-05-31,Soap,Personal Care,54,93.15565234815865,415
2022-05-31,Shampoo,Personal Care,84,144.17670476303815,367
2022-06-01,Milk,Dairy,58,68.67854056139475,212
2022-06-01,Bread,Bakery,57,190.9687521706909,279
2022-06-01,Rice,Grocery,76,174.40619419269336,347
2022-06-01,Eggs,Dairy,54,65.10865107286301,221
2022-06-01,Soap,Personal Care,62,23.46939941934422,405
2022-06-01,Shampoo,Personal Care,65,171.6292495149208,282
2022-06-02,Milk,Dairy,75,57.02691389667827,323
2022-06-02,Bread,Bakery,56,13.761175085978333,252
2022-06-02,Rice,Grocery,54,77.06211565594775,296
2022-06-02,Eggs,Dairy,57,125.04590565701653,258
2022-06-02,Soap,Personal Care,57,92.2257071238599,218
2022-06-02,Shampoo,Personal Care,65,23.701107656592683,246
2022-06-03,Milk,Dairy,49,196.5894120330329,283
2022-06-03,Bread,Bakery,67,130.13360919115155,213
2022-06-03,Rice,Grocery,80,159.20107418804287,447
2022-06-03,Eggs,Dairy,76,188.8417651659518,256
2022-06-03,Soap,Personal Care,56,44.07928958231999,205
2022-06-03,Shampoo,Personal Care,69,196.00192633780978,368
2022-06-04,Milk,Dairy,91,143.86534132521462,418
2022-06-04,Bread,Bakery,87,60.212490000141464,465
2022-06-04,Rice,Grocery,105,61.02141365284539,323
2022-06-04,Eggs,Dairy,102,141.05798135714303,353
2022-06-04,Soap,Personal Care,122,190.77041196065753,240
2022-06-04,Shampoo,Personal Care,100,97.02422021696916,489
2022-06-05,Milk,Dairy,93,80.91936474792419,482
2022-06-05,Bread,Bakery,87,144.25967527695482,247
2022-06-05,Rice,Grocery,83,109.89368171623562,258
2022-06-05,Eggs,Dairy,74,189.87940849544515,353
2022-06-05,Soap,Personal Care,103,126.32904864475049,349
2022-06-05,Shampoo,Personal Care,93,143.21652293932,224
2022-06-06,Milk,Dairy,52,12.925029421348611,267
2022-06-06,Bread,Bakery,62,112.97811422905552,282
2022-06-06,Rice,Grocery,49,85.8167103520626,436
2022-06-06,Eggs,Dairy,62,150.48756366794925,461
2022-06-06,Soap,Personal Care,60,29.35968916585799,482
2022-06-06,Shampoo,Personal Care,78,27.598841779759766,326
2022-06-07,Milk,Dairy,78,59.155212009533784,292
2022-06-07,Bread,Bakery,74,93.29314620584465,447
2022-06-07,Rice,Grocery,83,113.90643351644847,240
2022-06-07,Eggs,Dairy,66,145.6700174418441,367
2022-06-07,Soap,Personal Care,62,165.49021763145407,310
2022-06-07,Shampoo,Personal Care,73,15.605770477589127,424
2022-06-08,Milk,Dairy,77,61.45320232702479,489
2022-06-08,Bread,Bakery,57,97.19869815339587,360
2022-06-08,Rice,Grocery,65,25.418343921885437,337
2022-06-08,Eggs,Dairy,62,82.82400553201826,363
2022-06-08,Soap,Personal Care,78,159.4862056378542,290
2022-06-08,Shampoo,Personal Care,60,23.007156673379832,408
2022-06-09,Milk,Dairy,53,161.94656515332363,494
2022-06-09,Bread,Bakery,56,180.11575693910217,336
2022-06-09,Rice,Grocery,58,129.74697169667002,322
2022-06-09,Eggs,Dairy,72,91.24425340363409,313
2022-06-09,Soap,Personal Care,77,187.89331807909608,291
2022-06-09,Shampoo,Personal Care,58,105.0152224716007,338
2022-06-10,Milk,Dairy,77,67.19875478851947,455
2022-06-10,Bread,Bakery,56,103.30818858280138,406
2022-06-10,Rice,Grocery,42,87.8375001414386,441
2022-06-10,Eggs,Dairy,64,185.56510538088924,332
2022-06-10,Soap,Personal Care,65,189.08094842882218,441
2022-06-10,Shampoo,Personal Care,48,164.68388026232074,283
2022-06-11,Milk,Dairy,90,163.11046119738828,328
2022-06-11,Bread,Bakery,84,57.491819815548034,433
2022-06-11,Rice,Grocery,111,175.8008024838987,436
2022-06-11,Eggs,Dairy,105,72.08108298570775,376
2022-06-11,Soap,Personal Care,123,176.5006922970392,412
2022-06-11,Shampoo,Personal Care,83,115.14052605245665,234
2022-06-12,Milk,Dairy,116,173.1751865219494,286
2022-06-12,Bread,Bakery,97,173.1652130763997,413
2022-06-12,Rice,Grocery,92,137.99262932023248,340
2022-06-12,Eggs,Dairy,114,83.11268727200961,311
2022-06-12,Soap,Personal Care,104,41.404053127161916,303
2022-06-12,Shampoo,Personal Care,91,111.05892501142769,307
2022-06-13,Milk,Dairy,57,75.59369119729476,325
2022-06-13,Bread,Bakery,59,177.5158716432154,321
2022-06-13,Rice,Grocery,63,30.015642051453305,361
2022-06-13,Eggs,Dairy,57,125.47300978817398,405
2022-06-13,Soap,Personal Care,60,84.29624513420575,346
2022-06-13,Shampoo,Personal Care,75,152.3841860322202,351
2022-06-14,Milk,Dairy,57,115.80690420269822,374
2022-06-14,Bread,Bakery,40,112.77195072923536,374
2022-06-14,Rice,Grocery,49,48.696756176810126,340
2022-06-14,Eggs,Dairy,61,129.9695950314915,438
2022-06-14,Soap,Personal Care,67,125.07119897144817,494
2022-06-14,Shampoo,Personal Care,79,49.18790162886899,481
2022-06-15,Milk,Dairy,58,48.82011284580435,302
2022-06-15,Bread,Bakery,60,13.44356779868865,216
2022-06-15,Rice,Grocery,52,116.52887603840048,316
2022-06-15,Eggs,Dairy,65,11.89596756510538,355
2022-06-15,Soap,Personal Care,48,98.36049717712243,285
2022-06-15,Shampoo,Personal Care,63,102.16798539611263,317
2022-06-16,Milk,Dairy,54,95.74588147555843,346
2022-06-16,Bread,Bakery,49,177.68637658674598,338
2022-06-16,Rice,Grocery,73,83.68695708421694,431
2022-06-16,Eggs,Dairy,75,63.367573385386315,393
2022-06-16,Soap,Personal Care,52,83.98693840598631,384
2022-06-16,Shampoo,Personal Care,50,171.1062979150362,315
2022-06-17,Milk,Dairy,80,24.080030289224744,244
2022-06-17,Bread,Bakery,75,53.994202833359275,420
2022-06-17,Rice,Grocery,75,71.02080900083116,202
2022-06-17,Eggs,Dairy,74,80.78132201431465,258
2022-06-17,Soap,Personal Care,65,98.20531875045273,321
2022-06-17,Shampoo,Personal Care,60,167.9598641821743,455
2022-06-18,Milk,Dairy,79,156.8338189251641,406
2022-06-18,Bread,Bakery,97,155.63785941119107,449
2022-06-18,Rice,Grocery,121,152.83192855520969,494
2022-06-18,Eggs,Dairy,120,36.66165845676785,410
2022-06-18,Soap,Personal Care,104,135.87194991890556,419
2022-06-18,Shampoo,Personal Care,91,59.06389373657041,476
2022-06-19,Milk,Dairy,98,171.99114143828513,444
2022-06-19,Bread,Bakery,100,68.3118575069683,468
2022-06-19,Rice,Grocery,95,48.42829429966164,258
2022-06-19,Eggs,Dairy,121,50.83340103691521,293
2022-06-19,Soap,Personal Care,110,147.62543720261255,406
2022-06-19,Shampoo,Personal Care,101,121.0869371315067,377
2022-06-20,Milk,Dairy,69,166.14787985121825,345
2022-06-20,Bread,Bakery,85,61.66974748950526,493
2022-06-20,Rice,Grocery,78,130.98472623842216,421
2022-06-20,Eggs,Dairy,68,110.45763962870278,355
2022-06-20,Soap,Personal Care,73,51.55596646960619,477
2022-06-20,Shampoo,Personal Care,55,157.59019184737315,406
2022-06-21,Milk,Dairy,48,159.47458473438874,403
2022-06-21,Bread,Bakery,47,15.918327630744303,262
2022-06-21,Rice,Grocery,66,88.89578474346769,295
2022-06-21,Eggs,Dairy,56,115.89406221887153,319
2022-06-21,Soap,Personal Care,70,158.91675391327735,416
2022-06-21,Shampoo,Personal Care,76,178.7424558974668,431
2022-06-22,Milk,Dairy,74,199.26995796476797,429
2022-06-22,Bread,Bakery,58,152.12089991056664,381
2022-06-22,Rice,Grocery,73,28.034407996117245,475
2022-06-22,Eggs,Dairy,61,187.37850585695313,290
2022-06-22,Soap,Personal Care,77,11.086530458549964,362
2022-06-22,Shampoo,Personal Care,69,88.12638841897133,490
2022-06-23,Milk,Dairy,69,78.48109715688236,490
2022-06-23,Bread,Bakery,66,13.258458563887642,313
2022-06-23,Rice,Grocery,59,17.398223170656465,406
2022-06-23,Eggs,Dairy,52,188.29861133304738,396
2022-06-23,Soap,Personal Care,69,84.21278544053861,267
2022-06-23,Shampoo,Personal Care,86,94.03582303571571,273
2022-06-24,Milk,Dairy,78,119.9796319267626,247
2022-06-24,Bread,Bakery,68,186.53650880293793,382
2022-06-24,Rice,Grocery,71,130.28380416490748,250
2022-06-24,Eggs,Dairy,71,103.88805742119771,445
2022-06-24,Soap,Personal Care,65,145.86903064390302,213
2022-06-24,Shampoo,Personal Care,60,168.2380613551244,354
2022-06-25,Milk,Dairy,97,41.79783612498839,332
2022-06-25,Bread,Bakery,100,132.4087774936542,381
2022-06-25,Rice,Grocery,97,152.08092645428076,459
2022-06-25,Eggs,Dairy,84,48.79164624196617,413
2022-06-25,Soap,Personal Care,99,42.2484014296154,311
2022-06-25,Shampoo,Personal Care,112,96.18000998533849,495
2022-06-26,Milk,Dairy,94,111.82766498190246,383
2022-06-26,Bread,Bakery,107,39.20129814039886,492
2022-06-26,Rice,Grocery,108,185.04842732046535,225
2022-06-26,Eggs,Dairy,87,28.03260384079578,498
2022-06-26,Soap,Personal Care,110,16.031315420867838,495
2022-06-26,Shampoo,Personal Care,111,125.30092155262643,315
2022-06-27,Milk,Dairy,77,141.22915651812124,434
2022-06-27,Bread,Bakery,61,173.96939795818568,438
2022-06-27,Rice,Grocery,78,81.33381083690341,414
2022-06-27,Eggs,Dairy,71,199.4752009816845,411
2022-06-27,Soap,Personal Care,53,141.33024378344268,422
2022-06-27,Shampoo,Personal Care,69,188.74692694100517,421
2022-06-28,Milk,Dairy,72,76.0263456607844,318
2022-06-28,Bread,Bakery,67,137.16863574075705,497
2022-06-28,Rice,Grocery,87,114.85665592002528,297
2022-06-28,Eggs,Dairy,63,50.05068929450544,489
2022-06-28,Soap,Personal Care,85,20.492278941175407,415
2022-06-28,Shampoo,Personal Care,68,93.30677589760985,283
2022-06-29,Milk,Dairy,46,154.26557631450999,495
2022-06-29,Bread,Bakery,54,11.65416794188328,309
2022-06-29,Rice,Grocery,56,58.72798159318553,248
2022-06-29,Eggs,Dairy,55,21.8873200216958,300
2022-06-29,Soap,Personal Care,68,37.91516548091644,365
2022-06-29,Shampoo,Personal Care,64,167.5697044838943,210
2022-06-30,Milk,Dairy,80,162.7229291918603,391
2022-06-30,Bread,Bakery,54,106.04666447407415,437
2022-06-30,Rice,Grocery,65,10.596772149143202,344
2022-06-30,Eggs,Dairy,49,166.25243012521733,305
2022-06-30,Soap,Personal Care,61,97.10197058497322,288
2022-06-30,Shampoo,Personal Care,72,136.77034406689438,305
2022-07-01,Milk,Dairy,68,112.22431401914156,366
2022-07-01,Bread,Bakery,68,155.3804624751856,239
2022-07-01,Rice,Grocery,76,99.46479768240359,400
2022-07-01,Eggs,Dairy,62,140.5374386106713,448
2022-07-01,Soap,Personal Care,57,87.29291218082747,494
2022-07-01,Shampoo,Personal Care,50,47.319651015683306,428
2022-07-02,Milk,Dairy,93,149.8855639254283,387
2022-07-02,Bread,Bakery,108,132.50159722959552,331
2022-07-02,Rice,Grocery,115,80.71291849691046,359
2022-07-02,Eggs,Dairy,112,172.39365551770751,252
2022-07-02,Soap,Personal Care,101,51.55486206148081,436
2022-07-02,Shampoo,Personal Care,118,64.28443785556917,399
2022-07-03,Milk,Dairy,82,81.16416624212044,298
2022-07-03,Bread,Bakery,81,179.85718895892253,275
2022-07-03,Rice,Grocery,104,43.273396624767116,326
2022-07-03,Eggs,Dairy,119,57.43710102064373,212
2022-07-03,Soap,Personal Care,108,152.55049514838004,472
2022-07-03,Shampoo,Personal Care,100,184.94053356510074,308
2022-07-04,Milk,Dairy,75,125.88889613324983,310
2022-07-04,Bread,Bakery,78,98.93312030451513,355
2022-07-04,Rice,Grocery,79,126.89819412365866,445
2022-07-04,Eggs,Dairy,73,143.77582155105443,212
2022-07-04,Soap,Personal Care,70,167.2350799320689,468
2022-07-04,Shampoo,Personal Care,65,74.67819566170934,315
2022-07-05,Milk,Dairy,62,98.98273532742456,252
2022-07-05,Bread,Bakery,81,62.90943849623494,336
2022-07-05,Rice,Grocery,75,40.52912109525059,426
2022-07-05,Eggs,Dairy,51,50.945144184834696,487
2022-07-05,Soap,Personal Care,65,147.6736745010495,271
2022-07-05,Shampoo,Personal Care,77,82.15278935467032,431
2022-07-06,Milk,Dairy,67,152.64623335010057,370
2022-07-06,Bread,Bakery,56,55.017331732263244,420
2022-07-06,Rice,Grocery,67,186.5374962702206,301
2022-07-06,Eggs,Dairy,56,167.1031265848231,399
2022-07-06,Soap,Personal Care,64,54.54086400218779,338
2022-07-06,Shampoo,Personal Care,79,73.11905847999111,262
2022-07-07,Milk,Dairy,65,131.04799315664408,472
2022-07-07,Bread,Bakery,63,46.53888024638922,227
2022-07-07,Rice,Grocery,46,189.96067795104707,443
2022-07-07,Eggs,Dairy,59,63.50704800007003,257
2022-07-07,Soap,Personal Care,71,138.84162788129967,304
2022-07-07,Shampoo,Personal Care,56,160.95135539216616,451
2022-07-08,Milk,Dairy,55,24.998486559845553,483
2022-07-08,Bread,Bakery,49,75.2434734137524,495
2022-07-08,Rice,Grocery,51,45.28928368098527,407
2022-07-08,Eggs,Dairy,60,47.713304175016326,336
2022-07-08,Soap,Personal Care,69,144.9252017072621,486
2022-07-08,Shampoo,Personal Care,76,95.26797275897681,489
2022-07-09,Milk,Dairy,81,181.9056049192224,209
2022-07-09,Bread,Bakery,90,65.91067996105173,394
2022-07-09,Rice,Grocery,111,158.9991731294007,362
2022-07-09,Eggs,Dairy,89,136.06948284355593,481
2022-07-09,Soap,Personal Care,120,180.15694114504936,331
2022-07-09,Shampoo,Personal Care,107,141.30060442045973,328
2022-07-10,Milk,Dairy,95,45.08016689600015,348
2022-07-10,Bread,Bakery,113,167.880342500463,413
2022-07-10,Rice,Grocery,90,32.21547174982438,452
2022-07-10,Eggs,Dairy,97,123.25557149527813,224
2022-07-10,Soap,Personal Care,94,77.47501307322439,311
2022-07-10,Shampoo,Personal Care,95,120.4692500605839,348
2022-07-11,Milk,Dairy,69,117.65499919203796,350
2022-07-11,Bread,Bakery,49,85.9085690715176,379
2022-07-11,Rice,Grocery,63,167.0447040963782,260
2022-07-11,Eggs,Dairy,56,24.375609741781062,236
2022-07-11,Soap,Personal Care,75,121.16490401917859,396
2022-07-11,Shampoo,Personal Care,63,158.86501536059876,387
2022-07-12,Milk,Dairy,68,111.13545643077634,289
2022-07-12,Bread,Bakery,59,66.3079465675248,419
2022-07-12,Rice,Grocery,73,16.037912027891643,385
2022-07-12,Eggs,Dairy,74,37.41874813710457,230
2022-07-12,Soap,Personal Care,70,109.48143219207606,477
2022-07-12,Shampoo,Personal Care,51,126.6543582017942,448
2022-07-13,Milk,Dairy,58,166.47492305624561,408
2022-07-13,Bread,Bakery,66,180.21799442660532,407
2022-07-13,Rice,Grocery,61,19.839318859235206,289
2022-07-13,Eggs,Dairy,68,168.57228099310169,277
2022-07-13,Soap,Personal Care,57,117.4807527067911,213
2022-07-13,Shampoo,Personal Care,61,163.59709038980128,482
2022-07-14,Milk,Dairy,68,62.39390684384344,362
2022-07-14,Bread,Bakery,72,139.0478387282222,257
2022-07-14,Rice,Grocery,57,16.205221549054215,204
2022-07-14,Eggs,Dairy,84,57.45671086483876,258
2022-07-14,Soap,Personal Care,74,73.10085882854366,448
2022-07-14,Shampoo,Personal Care,66,23.00558598754319,243
2022-07-15,Milk,Dairy,76,126.43120875193698,438
2022-07-15,Bread,Bakery,53,24.592579179740092,299
2022-07-15,Rice,Grocery,57,18.889310544636018,344
2022-07-15,Eggs,Dairy,56,192.82967485573977,487
2022-07-15,Soap,Personal Care,55,111.01559451525176,327
2022-07-15,Shampoo,Personal Care,57,23.320546531838822,438
2022-07-16,Milk,Dairy,80,39.79441401019308,419
2022-07-16,Bread,Bakery,88,89.64474642140306,483
2022-07-16,Rice,Grocery,113,144.92180560408306,458
2022-07-16,Eggs,Dairy,91,148.982408343592,400
2022-07-16,Soap,Personal Care,120,168.93471321742638,270
2022-07-16,Shampoo,Personal Care,117,70.15148438264372,485
2022-07-17,Milk,Dairy,84,110.94586348667707,396
2022-07-17,Bread,Bakery,104,148.9843281681964,370
2022-07-17,Rice,Grocery,96,11.53122963500276,321
2022-07-17,Eggs,Dairy,78,57.722160834196245,345
2022-07-17,Soap,Personal Care,91,114.01958307384054,428
2022-07-17,Shampoo,Personal Care,98,50.88885114930663,305
2022-07-18,Milk,Dairy,60,195.88740954080276,496
2022-07-18,Bread,Bakery,62,172.86641484132184,490
2022-07-18,Rice,Grocery,61,86.04033241143767,446
2022-07-18,Eggs,Dairy,62,198.16313772079317,202
2022-07-18,Soap,Personal Care,59,135.30613651375216,424
2022-07-18,Shampoo,Personal Care,73,67.85358122230065,478
2022-07-19,Milk,Dairy,67,178.5526702725027,268
2022-07-19,Bread,Bakery,73,113.82712292834363,229
2022-07-19,Rice,Grocery,65,42.47791645996117,224
2022-07-19,Eggs,Dairy,62,147.60418404627035,293
2022-07-19,Soap,Personal Care,70,19.95434616302363,315
2022-07-19,Shampoo,Personal Care,56,24.593413803163443,210
2022-07-20,Milk,Dairy,72,67.8744475970962,408
2022-07-20,Bread,Bakery,70,186.02812161167512,497
2022-07-20,Rice,Grocery,67,89.80077407546693,442
2022-07-20,Eggs,Dairy,59,15.443961239754358,343
2022-07-20,Soap,Personal Care,56,69.6042372898924,438
2022-07-20,Shampoo,Personal Care,64,121.78692198679913,445
2022-07-21,Milk,Dairy,55,61.58348048311515,462
2022-07-21,Bread,Bakery,67,46.94505244202084,211
2022-07-21,Rice,Grocery,62,163.07327301903496,452
2022-07-21,Eggs,Dairy,59,165.288009320515,289
2022-07-21,Soap,Personal Care,58,95.5111414909828,374
2022-07-21,Shampoo,Personal Care,55,25.869733789203565,469
2022-07-22,Milk,Dairy,55,19.74583130643096,323
2022-07-22,Bread,Bakery,72,148.23055374276805,427
2022-07-22,Rice,Grocery,67,115.0248499263808,305
2022-07-22,Eggs,Dairy,64,154.4305766601302,484
2022-07-22,Soap,Personal Care,64,75.84616436514405,423
2022-07-22,Shampoo,Personal Care,72,20.769282111508726,229
2022-07-23,Milk,Dairy,89,46.752715161731686,420
2022-07-23,Bread,Bakery,124,180.18108941065714,430
2022-07-23,Rice,Grocery,93,55.701001184228254,438
2022-07-23,Eggs,Dairy,103,137.88750487313123,249
2022-07-23,Soap,Personal Care,91,39.70022443468356,325
2022-07-23,Shampoo,Personal Care,84,25.58450019017946,499
2022-07-24,Milk,Dairy,115,198.59054114267505,305
2022-07-24,Bread,Bakery,106,32.28322808208456,358
2022-07-24,Rice,Grocery,122,197.1831654672282,487
2022-07-24,Eggs,Dairy,90,94.82396514134426,393
2022-07-24,Soap,Personal Care,109,105.13507590896755,215
2022-07-24,Shampoo,Personal Care,118,62.998234453960585,203
2022-07-25,Milk,Dairy,60,165.49228070811168,294
2022-07-25,Bread,Bakery,56,103.52413988465757,246
2022-07-25,Rice,Grocery,76,160.3780727690086,305
2022-07-25,Eggs,Dairy,66,29.540092509920576,495
2022-07-25,Soap,Personal Care,67,193.12640056690998,394
2022-07-25,Shampoo,Personal Care,53,138.53191240891485,381
2022-07-26,Milk,Dairy,57,139.6811673121671,381
2022-07-26,Bread,Bakery,88,62.4253119323039,480
2022-07-26,Rice,Grocery,77,141.5473181693387,495
2022-07-26,Eggs,Dairy,52,135.61672890145235,241
2022-07-26,Soap,Personal Care,58,133.5807972765342,436
2022-07-26,Shampoo,Personal Care,80,143.2628242563411,482
2022-07-27,Milk,Dairy,63,74.8505427305099,288
2022-07-27,Bread,Bakery,52,73.07458589981064,275
2022-07-27,Rice,Grocery,73,128.3191336356383,425
2022-07-27,Eggs,Dairy,74,101.71555988461755,265
2022-07-27,Soap,Personal Care,58,114.14758851832418,358
2022-07-27,Shampoo,Personal Care,77,85.59799335583438,214
2022-07-28,Milk,Dairy,55,119.60742824912961,324
2022-07-28,Bread,Bakery,55,113.87230237630457,345
2022-07-28,Rice,Grocery,76,162.03920605988003,349
2022-07-28,Eggs,Dairy,68,145.79657836538684,221
2022-07-28,Soap,Personal Care,68,198.93890083618595,416
2022-07-28,Shampoo,Personal Care,52,139.13030465507728,217
2022-07-29,Milk,Dairy,47,58.19075554766727,322
2022-07-29,Bread,Bakery,59,135.74857117165965,303
2022-07-29,Rice,Grocery,71,94.04964128945957,405
2022-07-29,Eggs,Dairy,56,71.47077837224339,286
2022-07-29,Soap,Personal Care,59,33.99151605046905,214
2022-07-29,Shampoo,Personal Care,67,167.98848329132247,243
2022-07-30,Milk,Dairy,107,29.65248182349184,303
2022-07-30,Bread,Bakery,97,179.32801388208446,444
2022-07-30,Rice,Grocery,102,77.75327343737906,282
2022-07-30,Eggs,Dairy,99,179.93683384321636,411
2022-07-30,Soap,Personal Care,108,107.74765227057989,294
2022-07-30,Shampoo,Personal Care,92,125.35570336787961,418
2022-07-31,Milk,Dairy,101,28.043402293391534,411
2022-07-31,Bread,Bakery,102,167.64734460110864,253
2022-07-31,Rice,Grocery,103,111.05563563595314,417
2022-07-31,Eggs,Dairy,87,179.35045920845675,392
2022-07-31,Soap,Personal Care,86,102.9167973084478,207
2022-07-31,Shampoo,Personal Care,113,35.30988558595945,330
2022-08-01,Milk,Dairy,69,136.65724612708073,403
2022-08-01,Bread,Bakery,71,58.78126429885402,366
2022-08-01,Rice,Grocery,61,104.9922084733098,301
2022-08-01,Eggs,Dairy,78,158.2660939206301,387
2022-08-01,Soap,Personal Care,83,103.49035298265612,242
2022-08-01,Shampoo,Personal Care,65,33.85446008071065,497
2022-08-02,Milk,Dairy,80,63.629869378457244,498
2022-08-02,Bread,Bakery,60,26.34610983625921,410
2022-08-02,Rice,Grocery,61,195.33987537966414,406
2022-08-02,Eggs,Dairy,75,19.137538978286734,241
2022-08-02,Soap,Personal Care,76,17.900002370852818,474
2022-08-02,Shampoo,Personal Care,58,123.73307040688745,419
2022-08-03,Milk,Dairy,42,163.88563985755087,251
2022-08-03,Bread,Bakery,75,79.31626933948175,466
2022-08-03,Rice,Grocery,49,46.08786592693657,353
2022-08-03,Eggs,Dairy,58,74.08753892882241,250
2022-08-03,Soap,Personal Care,64,13.97748238707932,287
2022-08-03,Shampoo,Personal Care,67,155.64019008210917,317
2022-08-04,Milk,Dairy,80,138.37595141934386,274
2022-08-04,Bread,Bakery,62,96.29489591997415,210
2022-08-04,Rice,Grocery,75,57.667028979233045,478
2022-08-04,Eggs,Dairy,67,194.171144333994,225
2022-08-04,Soap,Personal Care,82,24.577337102048194,469
2022-08-04,Shampoo,Personal Care,55,135.03942143073348,472
2022-08-05,Milk,Dairy,57,31.6865941688301,292
2022-08-05,Bread,Bakery,66,95.89645339415954,416
2022-08-05,Rice,Grocery,63,83.58213817071984,246
2022-08-05,Eggs,Dairy,79,85.42011485751564,286
2022-08-05,Soap,Personal Care,73,148.79357072163688,409
2022-08-05,Shampoo,Personal Care,64,44.298463394560486,429
2022-08-06,Milk,Dairy,115,66.49869094860975,435
2022-08-06,Bread,Bakery,106,149.52947853352148,417
2022-08-06,Rice,Grocery,73,17.973173954290516,377
2022-08-06,Eggs,Dairy,80,32.13079143793404,491
2022-08-06,Soap,Personal Care,109,38.18846408500819,355
2022-08-06,Shampoo,Personal Care,113,116.0869398621816,450
2022-08-07,Milk,Dairy,103,126.73600141195153,238
2022-08-07,Bread,Bakery,110,121.45854447389591,331
2022-08-07,Rice,Grocery,109,160.36785259632535,467
2022-08-07,Eggs,Dairy,102,158.85921640936087,380
2022-08-07,Soap,Personal Care,76,71.38894331660408,286
2022-08-07,Shampoo,Personal Care,107,84.88584888869934,243
2022-08-08,Milk,Dairy,65,108.09382684755806,294
2022-08-08,Bread,Bakery,73,11.993791816589445,232
2022-08-08,Rice,Grocery,53,159.32580247969355,354
2022-08-08,Eggs,Dairy,54,176.03624154899347,446
2022-08-08,Soap,Personal Care,68,117.70963128741185,316
2022-08-08,Shampoo,Personal Care,55,132.35175009504655,371
2022-08-09,Milk,Dairy,78,123.89761653515616,370
2022-08-09,Bread,Bakery,68,152.90445291327853,385
2022-08-09,Rice,Grocery,51,19.188915099268364,210
2022-08-09,Eggs,Dairy,60,60.24964516676625,297
2022-08-09,Soap,Personal Care,69,166.92713862450307,333
2022-08-09,Shampoo,Personal Care,64,174.59556283661445,366
2022-08-10,Milk,Dairy,85,128.87364999118253,464
2022-08-10,Bread,Bakery,77,165.72581508250198,414
2022-08-10,Rice,Grocery,53,63.83917308931246,450
2022-08-10,Eggs,Dairy,60,128.81269234380426,322
2022-08-10,Soap,Personal Care,56,45.04721970137784,228
2022-08-10,Shampoo,Personal Care,56,19.718539067875547,310
2022-08-11,Milk,Dairy,57,190.95890813936228,266
2022-08-11,Bread,Bakery,54,169.43785553344296,374
2022-08-11,Rice,Grocery,61,21.787869221745318,244
2022-08-11,Eggs,Dairy,62,117.54350072868598,208
2022-08-11,Soap,Personal Care,80,192.36029387692153,214
2022-08-11,Shampoo,Personal Care,51,166.24443117680102,477
2022-08-12,Milk,Dairy,79,132.65871447121134,200
2022-08-12,Bread,Bakery,59,121.95077672609254,399
2022-08-12,Rice,Grocery,79,24.665630743028913,211
2022-08-12,Eggs,Dairy,80,161.33203397262034,478
2022-08-12,Soap,Personal Care,55,140.0197072958155,224
2022-08-12,Shampoo,Personal Care,69,27.316721494488732,483
2022-08-13,Milk,Dairy,105,72.91783294118846,359
