user_id,date,category,sub_category,amount,payment_method,location,income,budget,year,month,day,weekday,is_weekend
1010,2023-10-11 04:10:07,Health,Medicine,3942.41,Card,Online,50000,20000,2023,10,11,Wednesday,False
1004,2023-05-10 14:26:58,Rent,House Rent,6341.17,Card,Online,50000,20000,2023,5,10,Wednesday,False
1020,2023-09-30 10:46:07,Travel,Flights,7428.55,Cash,Store,40000,25000,2023,9,30,Saturday,True
1018,2024-03-09 09:19:00,Shopping,Electronics,4401.64,Cash,Store,30000,30000,2024,3,9,Saturday,True
1007,2023-10-13 23:42:53,Education,Books,4726.42,Card,Store,30000,25000,2023,10,13,Friday,False
1019,2024-01-10 06:39:57,Travel,Hotel,8076.22,Card,Online,50000,25000,2024,1,10,Wednesday,False
1004,2024-01-30 11:07:03,Food,Groceries,3086.39,UPI,Online,60000,20000,2024,1,30,Tuesday,False
1002,2024-03-27 20:40:10,Travel,Hotel,4171.44,Cash,Mall,40000,25000,2024,3,27,Wednesday,False
1001,2024-12-04 13:29:04,Transport,Taxi,4956.28,Card,Restaurant,60000,20000,2024,12,4,Wednesday,False
1002,2023-05-18 22:39:28,Others,Misc,1196.77,UPI,Online,30000,20000,2023,5,18,Thursday,False
1011,2024-02-26 06:30:24,Others,Misc,4716.52,Cash,Mall,60000,30000,2024,2,26,Monday,False
1012,2024-11-17 06:49:21,Health,Doctor,3265.75,UPI,Mall,30000,25000,2024,11,17,Sunday,True
1017,2024-04-28 04:31:25,Education,Books,3058.3,Cash,Mall,50000,25000,2024,4,28,Sunday,True
1009,2024-09-10 19:34:14,Travel,Flights,8664.95,Card,Mall,40000,20000,2024,9,10,Tuesday,False
1012,2023-05-13 11:14:38,Bills,Water,1191.82,UPI,Restaurant,30000,30000,2023,5,13,Saturday,True
1001,2023-05-27 00:31:34,Bills,Internet,923.81,Card,Restaurant,60000,30000,2023,5,27,Saturday,True
1017,2023-07-24 23:20:44,Entertainment,Games,1141.41,Cash,Online,50000,20000,2023,7,24,Monday,False
1001,2024-07-15 07:15:06,Others,Misc,972.87,Card,Restaurant,50000,20000,2024,7,15,Monday,False
1014,2024-10-02 15:40:49,Food,Restaurant,3908.94,Cash,Restaurant,50000,30000,2024,10,2,Wednesday,False
1018,2023-03-05 15:43:18,Bills,Electricity,1783.12,Card,Mall,40000,30000,2023,3,5,Sunday,True
1014,2023-04-24 10:06:18,Transport,Taxi,336.32,Card,Store,40000,30000,2023,4,24,Monday,False
1003,2024-06-06 13:34:06,Food,Snacks,4847.06,UPI,Mall,50000,30000,2024,6,6,Thursday,False
1014,2023-12-02 00:48:25,Travel,Hotel,13489.22,Cash,Mall,60000,20000,2023,12,2,Saturday,True
1018,2023-01-19 22:47:49,Health,Medicine,4642.37,UPI,Mall,50000,20000,2023,1,19,Thursday,False
1007,2024-04-12 05:16:43,Others,Misc,4974.79,Card,Store,50000,25000,2024,4,12,Friday,False
1004,2023-06-30 17:41:36,Transport,Fuel,910.78,UPI,Mall,30000,20000,2023,6,30,Friday,False
1007,2023-06-05 02:35:05,Rent,House Rent,10943.63,UPI,Restaurant,30000,20000,2023,6,5,Monday,False
1013,2023-12-19 21:13:50,Education,Courses,3803.28,Cash,Online,30000,30000,2023,12,19,Tuesday,False
1001,2024-07-26 00:45:44,Education,Books,3495.3,UPI,Restaurant,30000,30000,2024,7,26,Friday,False
1019,2024-12-22 01:12:44,Entertainment,Movies,811.78,Card,Restaurant,60000,20000,2024,12,22,Sunday,True
1006,2023-02-07 10:21:24,Rent,House Rent,17237.5,Cash,Mall,40000,25000,2023,2,7,Tuesday,False
1014,2024-09-02 02:26:53,Others,Misc,1160.98,UPI,Mall,50000,25000,2024,9,2,Monday,False
1007,2024-05-19 19:04:26,Health,Doctor,1157.9,UPI,Online,60000,30000,2024,5,19,Sunday,True
1007,2023-02-21 01:46:31,Bills,Internet,2708.02,UPI,Mall,40000,25000,2023,2,21,Tuesday,False
1002,2023-03-23 18:41:12,Travel,Flights,9708.22,Card,Restaurant,30000,25000,2023,3,23,Thursday,False
1006,2024-07-19 09:33:11,Shopping,Accessories,2921.43,UPI,Online,50000,20000,2024,7,19,Friday,False
1001,2024-05-12 02:24:40,Bills,Internet,502.86,UPI,Store,60000,20000,2024,5,12,Sunday,True
1006,2024-10-03 21:54:53,Food,Snacks,4393.43,UPI,Mall,50000,20000,2024,10,3,Thursday,False
1015,2023-08-09 08:35:31,Entertainment,Games,1364.72,UPI,Restaurant,60000,20000,2023,8,9,Wednesday,False
1015,2024-05-09 22:17:10,Transport,Taxi,691.1,Card,Store,60000,30000,2024,5,9,Thursday,False
1017,2024-12-26 09:56:20,Rent,House Rent,18331.22,UPI,Online,30000,25000,2024,12,26,Thursday,False
1014,2023-11-13 18:49:24,Others,Misc,4780.47,Card,Online,60000,20000,2023,11,13,Monday,False
1018,2024-08-08 09:19:14,Food,Snacks,4317.53,Card,Mall,50000,20000,2024,8,8,Thursday,False
1018,2024-09-30 20:34:13,Food,Snacks,4057.1,Card,Store,40000,20000,2024,9,30,Monday,False
1003,2024-10-05 13:51:10,Travel,Hotel,10518.15,Card,Online,60000,30000,2024,10,5,Saturday,True
1007,2023-03-31 12:54:24,Transport,Taxi,2776.74,Card,Online,50000,25000,2023,3,31,Friday,False
1002,2024-01-03 01:31:13,Education,Courses,480.58,Card,Restaurant,30000,25000,2024,1,3,Wednesday,False
1015,2024-02-05 14:45:39,Others,Misc,2071.84,Card,Restaurant,60000,20000,2024,2,5,Monday,False
1011,2024-02-16 02:25:52,Entertainment,Movies,1894.81,Card,Store,60000,20000,2024,2,16,Friday,False
1010,2023-01-20 03:48:13,Health,Doctor,1335.78,Cash,Mall,60000,25000,2023,1,20,Friday,False
1006,2024-04-22 06:24:35,Bills,Water,3630.93,UPI,Store,60000,20000,2024,4,22,Monday,False
1013,2024-12-28 06:27:50,Others,Misc,2504.58,Cash,Store,50000,30000,2024,12,28,Saturday,True
1020,2023-05-03 20:05:45,Others,Misc,451.18,Card,Store,40000,30000,2023,5,3,Wednesday,False
1006,2024-11-26 23:12:41,Bills,Electricity,1139.91,Card,Store,30000,30000,2024,11,26,Tuesday,False
1006,2024-06-20 00:24:27,Shopping,Electronics,3432.13,UPI,Store,60000,25000,2024,6,20,Thursday,False
1019,2023-11-26 13:06:27,Transport,Taxi,426.85,Cash,Online,60000,30000,2023,11,26,Sunday,True
1014,2023-12-04 19:04:02,Health,Medicine,4263.47,Card,Mall,50000,20000,2023,12,4,Monday,False
1012,2024-05-02 07:24:12,Entertainment,Subscriptions,2500.98,Cash,Store,60000,20000,2024,5,2,Thursday,False
1001,2024-03-08 08:57:28,Shopping,Electronics,2428.9,UPI,Online,60000,20000,2024,3,8,Friday,False
1020,2024-07-17 23:18:52,Travel,Hotel,9701.3,Cash,Mall,60000,30000,2024,7,17,Wednesday,False
1005,2024-07-05 05:08:09,Health,Medicine,4132.17,Card,Store,40000,30000,2024,7,5,Friday,False
1016,2024-12-10 02:28:02,Entertainment,Subscriptions,1771.66,Card,Restaurant,30000,30000,2024,12,10,Tuesday,False
1013,2024-01-14 18:45:14,Food,Restaurant,3406.18,Cash,Restaurant,50000,25000,2024,1,14,Sunday,True
1008,2023-01-18 08:24:40,Food,Groceries,2850.37,UPI,Mall,60000,30000,2023,1,18,Wednesday,False
1019,2023-04-10 12:46:33,Travel,Flights,5471.37,UPI,Mall,60000,25000,2023,4,10,Monday,False
1011,2024-08-04 19:30:07,Rent,House Rent,18179.45,Cash,Online,30000,30000,2024,8,4,Sunday,True
1001,2023-02-26 20:43:57,Food,Groceries,3997.26,UPI,Online,30000,25000,2023,2,26,Sunday,True
1015,2023-02-19 14:56:47,Education,Courses,3309.34,UPI,Restaurant,30000,30000,2023,2,19,Sunday,True
1002,2023-07-14 02:16:27,Travel,Flights,13057.56,UPI,Mall,60000,25000,2023,7,14,Friday,False
1002,2024-01-10 02:04:09,Health,Medicine,4343.11,UPI,Mall,60000,30000,2024,1,10,Wednesday,False
1010,2023-02-15 19:19:14,Shopping,Clothing,3556.4,Cash,Store,30000,30000,2023,2,15,Wednesday,False
1006,2023-06-26 04:08:38,Education,Courses,4193.22,UPI,Restaurant,30000,20000,2023,6,26,Monday,False
1014,2024-11-28 01:19:45,Travel,Flights,11067.13,Cash,Online,30000,30000,2024,11,28,Thursday,False
1007,2024-07-10 03:25:10,Health,Doctor,3416.7,Card,Restaurant,50000,25000,2024,7,10,Wednesday,False
1004,2023-06-27 16:33:46,Transport,Fuel,3112.13,Card,Store,40000,25000,2023,6,27,Tuesday,False
1004,2023-10-02 06:20:58,Entertainment,Movies,3775.95,Card,Online,40000,30000,2023,10,2,Monday,False
1019,2023-07-04 13:58:03,Shopping,Accessories,835.1,Card,Mall,40000,25000,2023,7,4,Tuesday,False
1008,2024-05-16 18:43:18,Shopping,Accessories,4410.31,Cash,Store,50000,25000,2024,5,16,Thursday,False
1001,2024-01-13 01:50:10,Shopping,Clothing,4365.63,Card,Mall,60000,30000,2024,1,13,Saturday,True
1012,2024-06-25 22:05:38,Food,Groceries,194.77,Cash,Online,30000,25000,2024,6,25,Tuesday,False
1020,2023-09-18 09:00:47,Education,Courses,4137.79,Cash,Online,30000,20000,2023,9,18,Monday,False
1014,2023-02-18 16:25:19,Shopping,Electronics,687.91,UPI,Store,40000,25000,2023,2,18,Saturday,True
1002,2024-03-07 10:41:34,Entertainment,Movies,1708.84,Cash,Mall,60000,30000,2024,3,7,Thursday,False
1004,2024-02-13 00:59:36,Transport,Bus,3730.37,UPI,Store,50000,20000,2024,2,13,Tuesday,False
1017,2023-04-11 18:42:30,Rent,House Rent,7411.4,Card,Online,30000,20000,2023,4,11,Tuesday,False
1016,2024-11-27 13:26:23,Shopping,Clothing,4098.94,Card,Restaurant,60000,20000,2024,11,27,Wednesday,False
1003,2024-11-09 12:33:08,Others,Misc,4169.06,Cash,Online,60000,30000,2024,11,9,Saturday,True
1015,2024-08-06 06:55:06,Transport,Bus,2561.97,UPI,Mall,30000,25000,2024,8,6,Tuesday,False
1012,2024-08-07 17:14:47,Rent,House Rent,5095.79,UPI,Store,40000,25000,2024,8,7,Wednesday,False
1013,2024-08-26 16:52:05,Education,Courses,1470.84,Cash,Store,60000,20000,2024,8,26,Monday,False
1017,2024-01-06 05:10:45,Others,Misc,3103.79,Card,Mall,50000,30000,2024,1,6,Saturday,True
1019,2024-04-28 07:43:02,Shopping,Clothing,4906.87,UPI,Restaurant,40000,25000,2024,4,28,Sunday,True
1016,2024-03-25 05:42:46,Health,Doctor,3177.48,Cash,Mall,50000,30000,2024,3,25,Monday,False
1004,2023-07-12 19:43:24,Education,Courses,1336.03,Cash,Online,60000,30000,2023,7,12,Wednesday,False
1003,2024-06-28 16:19:38,Others,Misc,3188.33,UPI,Mall,60000,30000,2024,6,28,Friday,False
1018,2023-04-16 01:57:18,Bills,Internet,2722.93,UPI,Online,60000,20000,2023,4,16,Sunday,True
1011,2023-03-10 08:57:36,Rent,House Rent,16697.68,Card,Mall,50000,30000,2023,3,10,Friday,False
1014,2023-05-27 13:32:12,Education,Books,579.55,UPI,Online,40000,30000,2023,5,27,Saturday,True
1016,2024-03-11 18:59:59,Health,Doctor,3817.09,UPI,Mall,50000,20000,2024,3,11,Monday,False
1005,2023-11-11 22:53:28,Health,Medicine,2729.27,UPI,Store,30000,20000,2023,11,11,Saturday,True
1012,2023-08-16 01:20:42,Travel,Flights,14518.9,Cash,Restaurant,60000,20000,2023,8,16,Wednesday,False
1012,2024-07-21 14:19:09,Entertainment,Subscriptions,1742.27,UPI,Online,40000,30000,2024,7,21,Sunday,True
1013,2024-08-04 15:49:40,Others,Misc,3181.48,Card,Store,50000,20000,2024,8,4,Sunday,True
1019,2023-12-11 07:23:47,Health,Doctor,4663.54,UPI,Mall,60000,20000,2023,12,11,Monday,False
1011,2023-07-07 02:26:12,Shopping,Accessories,557.42,Cash,Restaurant,40000,25000,2023,7,7,Friday,False
1012,2023-11-13 23:31:46,Transport,Fuel,4689.28,UPI,Restaurant,60000,30000,2023,11,13,Monday,False
1019,2023-03-30 17:47:04,Transport,Taxi,3455.03,Cash,Restaurant,30000,20000,2023,3,30,Thursday,False
1002,2023-03-30 19:30:32,Others,Misc,385.79,Cash,Store,50000,20000,2023,3,30,Thursday,False
1011,2024-01-11 11:22:35,Education,Books,1539.77,Card,Mall,50000,20000,2024,1,11,Thursday,False
1007,2023-11-19 23:57:04,Others,Misc,3555.45,Card,Mall,30000,20000,2023,11,19,Sunday,True
1014,2024-05-22 01:59:01,Others,Misc,383.39,Card,Store,60000,30000,2024,5,22,Wednesday,False
1019,2024-07-10 01:28:48,Education,Courses,2931.74,Card,Mall,50000,30000,2024,7,10,Wednesday,False
1011,2024-03-23 12:16:09,Rent,House Rent,10188.25,Card,Restaurant,60000,20000,2024,3,23,Saturday,True
1012,2024-02-25 22:28:58,Travel,Flights,10071.9,Card,Mall,60000,25000,2024,2,25,Sunday,True
1016,2024-02-26 00:07:38,Health,Medicine,276.42,UPI,Restaurant,50000,25000,2024,2,26,Monday,False
1011,2024-02-08 19:26:24,Bills,Electricity,4364.11,Card,Store,30000,20000,2024,2,8,Thursday,False
1003,2024-05-23 00:29:56,Travel,Hotel,14655.36,Cash,Store,40000,20000,2024,5,23,Thursday,False
1003,2023-08-19 13:47:19,Food,Restaurant,4845.95,UPI,Mall,30000,25000,2023,8,19,Saturday,True
1014,2024-09-11 03:46:31,Food,Snacks,3760.78,Card,Mall,30000,25000,2024,9,11,Wednesday,False
1003,2023-03-12 16:30:53,Entertainment,Subscriptions,693.93,Cash,Mall,40000,25000,2023,3,12,Sunday,True
1007,2023-02-12 01:12:33,Health,Doctor,3803.4,Cash,Store,60000,20000,2023,2,12,Sunday,True
1015,2023-12-22 04:03:31,Food,Snacks,171.71,Card,Mall,40000,20000,2023,12,22,Friday,False
1014,2023-04-30 09:22:15,Health,Medicine,159.51,Card,Online,30000,25000,2023,4,30,Sunday,True
1001,2024-10-07 14:15:46,Shopping,Accessories,1651.87,Cash,Restaurant,30000,25000,2024,10,7,Monday,False
1007,2023-03-30 02:19:33,Travel,Hotel,8352.36,Cash,Online,50000,30000,2023,3,30,Thursday,False
1020,2023-02-13 06:13:00,Rent,House Rent,16556.11,UPI,Mall,60000,30000,2023,2,13,Monday,False
1007,2023-08-13 01:17:25,Transport,Fuel,3432.31,Cash,Restaurant,50000,30000,2023,8,13,Sunday,True
1020,2024-11-14 03:07:55,Entertainment,Games,2257.22,Card,Online,40000,25000,2024,11,14,Thursday,False
1002,2024-10-24 05:55:01,Health,Doctor,1404.45,Cash,Restaurant,40000,30000,2024,10,24,Thursday,False
1019,2023-11-02 09:48:37,Rent,House Rent,19956.87,Cash,Store,50000,25000,2023,11,2,Thursday,False
1017,2023-03-18 02:39:48,Food,Restaurant,2159.6,Card,Store,30000,20000,2023,3,18,Saturday,True
1003,2024-02-23 16:20:47,Education,Courses,2284.37,UPI,Store,30000,30000,2024,2,23,Friday,False
1002,2024-12-27 16:57:59,Travel,Hotel,4127.11,UPI,Online,30000,30000,2024,12,27,Friday,False
1016,2024-03-27 06:59:31,Food,Snacks,3984.31,Cash,Mall,60000,20000,2024,3,27,Wednesday,False
1015,2024-04-28 17:36:00,Travel,Hotel,11017.87,Cash,Online,60000,25000,2024,4,28,Sunday,True
1019,2024-02-19 23:50:44,Others,Misc,1142.81,Card,Restaurant,40000,20000,2024,2,19,Monday,False
1018,2023-12-11 08:04:09,Shopping,Accessories,457.79,UPI,Online,30000,25000,2023,12,11,Monday,False
1004,2023-01-19 01:03:13,Rent,House Rent,15207.49,UPI,Mall,50000,30000,2023,1,19,Thursday,False
1007,2023-12-21 02:00:42,Education,Courses,3289.83,Cash,Store,60000,25000,2023,12,21,Thursday,False
1015,2024-09-29 16:00:10,Food,Restaurant,1402.63,Card,Online,30000,20000,2024,9,29,Sunday,True
1001,2023-07-06 13:30:59,Others,Misc,4756.77,UPI,Store,60000,30000,2023,7,6,Thursday,False
1018,2024-07-01 13:18:31,Shopping,Accessories,797.74,UPI,Store,30000,30000,2024,7,1,Monday,False
1011,2023-04-08 17:21:53,Others,Misc,2190.06,UPI,Store,60000,25000,2023,4,8,Saturday,True
1017,2024-12-12 20:22:44,Rent,House Rent,19154.24,Cash,Restaurant,60000,25000,2024,12,12,Thursday,False
1001,2024-07-03 07:54:10,Entertainment,Subscriptions,2127.65,Card,Mall,50000,20000,2024,7,3,Wednesday,False
1014,2023-05-27 22:32:22,Education,Books,3210.7,UPI,Online,40000,25000,2023,5,27,Saturday,True
1019,2024-08-11 03:42:12,Transport,Bus,2018.09,Card,Online,50000,30000,2024,8,11,Sunday,True
1003,2023-02-23 17:28:32,Rent,House Rent,9113.23,Cash,Restaurant,50000,20000,2023,2,23,Thursday,False
1008,2023-12-29 14:04:19,Travel,Hotel,14791.71,Card,Store,60000,30000,2023,12,29,Friday,False
1014,2024-10-17 16:58:34,Others,Misc,2076.2,Card,Mall,60000,20000,2024,10,17,Thursday,False
1007,2024-02-26 07:01:41,Health,Doctor,4475.79,UPI,Restaurant,60000,30000,2024,2,26,Monday,False
1020,2023-07-04 22:05:44,Travel,Flights,4989.41,UPI,Restaurant,30000,25000,2023,7,4,Tuesday,False
1005,2023-03-25 17:56:05,Health,Medicine,1104.87,UPI,Store,60000,20000,2023,3,25,Saturday,True
1012,2023-03-28 12:53:51,Rent,House Rent,5467.01,Card,Mall,60000,20000,2023,3,28,Tuesday,False
1004,2024-11-15 11:44:43,Transport,Fuel,3275.75,Cash,Store,60000,20000,2024,11,15,Friday,False
1011,2023-09-04 00:26:50,Entertainment,Games,1874.21,Card,Online,60000,20000,2023,9,4,Monday,False
1007,2024-05-18 15:19:57,Education,Books,4328.57,Card,Restaurant,60000,30000,2024,5,18,Saturday,True
1015,2023-08-19 18:04:23,Food,Snacks,2392.39,UPI,Online,30000,25000,2023,8,19,Saturday,True
1002,2024-11-30 01:48:26,Shopping,Electronics,4842.56,UPI,Store,60000,30000,2024,11,30,Saturday,True
1014,2024-11-07 02:20:37,Rent,House Rent,7782.88,Card,Online,30000,25000,2024,11,7,Thursday,False
1020,2023-06-17 12:37:40,Shopping,Clothing,4349.68,UPI,Online,40000,30000,2023,6,17,Saturday,True
1017,2023-12-02 12:58:46,Shopping,Electronics,3894.15,Cash,Restaurant,30000,30000,2023,12,2,Saturday,True
1015,2023-07-17 23:26:17,Entertainment,Subscriptions,3866.06,Cash,Restaurant,60000,30000,2023,7,17,Monday,False
1009,2023-03-16 16:46:53,Transport,Bus,4231.68,UPI,Mall,50000,20000,2023,3,16,Thursday,False
1012,2024-04-06 13:02:25,Rent,House Rent,16415.36,UPI,Restaurant,50000,30000,2024,4,6,Saturday,True
1004,2024-11-26 19:52:27,Travel,Flights,10140.86,UPI,Online,50000,20000,2024,11,26,Tuesday,False
1016,2023-03-03 22:19:06,Food,Groceries,699.66,UPI,Restaurant,50000,25000,2023,3,3,Friday,False
1003,2024-02-21 09:35:07,Others,Misc,211.0,Cash,Restaurant,40000,30000,2024,2,21,Wednesday,False
1016,2024-12-26 08:51:52,Education,Books,4608.2,Card,Online,40000,20000,2024,12,26,Thursday,False
1003,2024-06-26 05:43:24,Travel,Flights,10016.45,Cash,Store,40000,20000,2024,6,26,Wednesday,False
1011,2023-09-11 15:18:16,Health,Doctor,3992.86,Cash,Mall,50000,20000,2023,9,11,Monday,False
1017,2024-03-01 09:18:30,Food,Restaurant,2433.54,UPI,Mall,30000,20000,2024,3,1,Friday,False
1010,2024-01-10 07:27:28,Education,Books,630.68,Cash,Online,50000,25000,2024,1,10,Wednesday,False
1003,2024-07-20 09:51:45,Health,Medicine,669.67,Card,Restaurant,30000,20000,2024,7,20,Saturday,True
1005,2024-04-07 21:50:59,Rent,House Rent,15283.48,Card,Store,50000,25000,2024,4,7,Sunday,True
1013,2023-04-11 01:30:00,Health,Doctor,2180.01,UPI,Online,40000,25000,2023,4,11,Tuesday,False
1015,2024-04-26 14:11:34,Transport,Bus,1042.6,Cash,Store,50000,25000,2024,4,26,Friday,False
1014,2024-07-22 21:03:01,Travel,Hotel,8390.73,Cash,Mall,60000,30000,2024,7,22,Monday,False
1009,2023-10-05 02:56:36,Transport,Bus,367.83,Cash,Online,40000,30000,2023,10,5,Thursday,False
1005,2023-01-22 09:10:45,Shopping,Electronics,2930.76,Cash,Online,40000,25000,2023,1,22,Sunday,True
1011,2024-03-25 07:01:30,Bills,Internet,1381.52,UPI,Online,50000,30000,2024,3,25,Monday,False
1009,2023-10-25 17:49:58,Others,Misc,3997.92,Card,Mall,60000,25000,2023,10,25,Wednesday,False
1001,2023-10-08 21:36:11,Shopping,Accessories,1586.29,Card,Mall,60000,25000,2023,10,8,Sunday,True
1008,2023-04-03 05:45:06,Others,Misc,2303.34,Card,Restaurant,60000,25000,2023,4,3,Monday,False
1018,2024-02-18 00:44:57,Travel,Hotel,2151.07,UPI,Restaurant,40000,25000,2024,2,18,Sunday,True
1009,2024-06-26 23:03:36,Rent,House Rent,6086.7,Cash,Online,30000,30000,2024,6,26,Wednesday,False
1007,2023-11-19 06:10:01,Education,Books,1992.84,UPI,Restaurant,60000,20000,2023,11,19,Sunday,True
1005,2023-02-22 20:32:37,Bills,Water,2425.7,Cash,Restaurant,50000,25000,2023,2,22,Wednesday,False
1014,2023-02-15 23:10:12,Health,Medicine,3020.1,Card,Mall,30000,20000,2023,2,15,Wednesday,False
1010,2023-03-29 16:07:29,Education,Courses,1493.73,UPI,Restaurant,60000,20000,2023,3,29,Wednesday,False
1016,2024-08-12 04:04:55,Food,Restaurant,3490.16,Cash,Online,30000,30000,2024,8,12,Monday,False
1017,2024-08-27 06:33:58,Transport,Fuel,4307.61,Card,Mall,60000,20000,2024,8,27,Tuesday,False
1016,2023-07-06 08:36:53,Health,Medicine,3910.26,UPI,Store,30000,30000,2023,7,6,Thursday,False
1009,2023-11-15 00:14:16,Others,Misc,246.11,Cash,Store,50000,25000,2023,11,15,Wednesday,False
1014,2023-05-02 14:20:07,Rent,House Rent,12207.6,Card,Store,30000,20000,2023,5,2,Tuesday,False
1001,2023-03-15 15:42:26,Shopping,Clothing,569.4,UPI,Mall,40000,25000,2023,3,15,Wednesday,False
1011,2024-03-27 18:44:23,Food,Snacks,1248.12,Card,Online,60000,25000,2024,3,27,Wednesday,False
1010,2024-08-08 15:18:00,Travel,Hotel,14826.61,UPI,Online,50000,20000,2024,8,8,Thursday,False
1016,2023-07-02 21:08:39,Food,Restaurant,755.35,Card,Restaurant,50000,25000,2023,7,2,Sunday,True
1018,2024-01-11 20:25:25,Health,Doctor,2519.5,Card,Store,50000,25000,2024,1,11,Thursday,False
1009,2023-12-03 23:19:16,Bills,Water,3109.87,Cash,Mall,60000,20000,2023,12,3,Sunday,True
1017,2024-07-08 17:15:58,Health,Doctor,3527.2,Cash,Store,60000,30000,2024,7,8,Monday,False
1002,2024-08-25 20:04:17,Bills,Internet,2820.26,UPI,Restaurant,60000,20000,2024,8,25,Sunday,True
1007,2024-02-11 15:46:11,Health,Medicine,98.37,Card,Online,50000,30000,2024,2,11,Sunday,True
1006,2023-08-09 22:25:29,Rent,House Rent,9896.92,Card,Mall,60000,30000,2023,8,9,Wednesday,False
1007,2024-06-16 00:54:09,Others,Misc,2612.67,UPI,Mall,50000,20000,2024,6,16,Sunday,True
1006,2023-05-19 20:43:31,Others,Misc,484.94,UPI,Restaurant,60000,25000,2023,5,19,Friday,False
1019,2024-07-15 08:37:34,Transport,Taxi,1785.6,Cash,Mall,60000,30000,2024,7,15,Monday,False
1005,2023-04-18 17:47:21,Transport,Taxi,214.36,UPI,Store,50000,20000,2023,4,18,Tuesday,False
1012,2024-02-03 04:47:48,Travel,Hotel,3021.52,Cash,Online,40000,25000,2024,2,3,Saturday,True
1008,2023-10-03 03:55:52,Travel,Hotel,7160.0,Card,Restaurant,50000,25000,2023,10,3,Tuesday,False
1019,2023-08-05 07:35:23,Others,Misc,706.94,Cash,Online,40000,20000,2023,8,5,Saturday,True
1018,2023-03-28 20:13:33,Transport,Fuel,2859.33,UPI,Mall,30000,20000,2023,3,28,Tuesday,False
1011,2024-10-06 21:42:15,Bills,Internet,3462.85,Card,Mall,60000,25000,2024,10,6,Sunday,True
1003,2024-11-01 19:42:42,Shopping,Electronics,4012.9,Card,Online,60000,25000,2024,11,1,Friday,False
1018,2024-05-13 13:27:24,Others,Misc,1040.74,UPI,Store,60000,20000,2024,5,13,Monday,False
1009,2024-10-20 12:34:38,Bills,Internet,879.04,Card,Online,60000,25000,2024,10,20,Sunday,True
1010,2023-03-09 06:51:34,Travel,Hotel,3359.38,Card,Online,50000,25000,2023,3,9,Thursday,False
1019,2023-02-11 15:50:26,Others,Misc,3200.33,Cash,Restaurant,30000,25000,2023,2,11,Saturday,True
1018,2024-12-28 04:57:18,Entertainment,Movies,3547.05,Cash,Restaurant,60000,25000,2024,12,28,Saturday,True
1018,2023-08-15 18:06:16,Transport,Bus,206.35,UPI,Mall,40000,20000,2023,8,15,Tuesday,False
1002,2023-11-07 16:48:43,Others,Misc,4684.25,Card,Online,40000,20000,2023,11,7,Tuesday,False
1019,2024-09-03 23:04:57,Rent,House Rent,5779.57,UPI,Mall,60000,25000,2024,9,3,Tuesday,False
1001,2024-03-04 08:16:03,Rent,House Rent,13119.45,Cash,Online,60000,20000,2024,3,4,Monday,False
1002,2024-04-24 15:41:37,Health,Medicine,3559.85,Card,Store,50000,30000,2024,4,24,Wednesday,False
1004,2024-05-28 20:38:59,Transport,Fuel,4361.3,Cash,Online,40000,30000,2024,5,28,Tuesday,False
1010,2024-07-04 01:51:09,Education,Books,3584.73,UPI,Mall,40000,30000,2024,7,4,Thursday,False
1019,2023-02-20 11:50:13,Others,Misc,4018.55,Card,Store,50000,25000,2023,2,20,Monday,False
1002,2024-06-04 16:41:27,Others,Misc,1730.28,Cash,Restaurant,60000,20000,2024,6,4,Tuesday,False
1013,2024-09-21 02:45:06,Food,Snacks,4083.38,Cash,Mall,30000,30000,2024,9,21,Saturday,True
1008,2024-08-26 03:03:11,Transport,Fuel,446.57,Card,Store,50000,30000,2024,8,26,Monday,False
1002,2024-01-30 14:00:38,Travel,Flights,13632.62,UPI,Online,40000,25000,2024,1,30,Tuesday,False
1008,2023-11-29 14:45:00,Others,Misc,2760.58,Card,Online,40000,30000,2023,11,29,Wednesday,False
1013,2023-06-07 09:02:10,Rent,House Rent,17259.47,Cash,Mall,50000,20000,2023,6,7,Wednesday,False
1009,2023-04-12 20:41:41,Others,Misc,2288.98,UPI,Store,50000,25000,2023,4,12,Wednesday,False
1017,2023-04-21 07:19:29,Bills,Water,3235.71,Cash,Restaurant,50000,25000,2023,4,21,Friday,False
1005,2023-10-28 21:02:41,Food,Snacks,2655.69,Cash,Online,40000,20000,2023,10,28,Saturday,True
1012,2023-08-25 15:29:36,Shopping,Electronics,3671.37,Cash,Store,50000,30000,2023,8,25,Friday,False
1015,2024-10-23 17:41:01,Shopping,Accessories,454.07,Card,Restaurant,30000,25000,2024,10,23,Wednesday,False
1012,2024-11-17 10:45:14,Education,Books,348.74,Cash,Store,60000,20000,2024,11,17,Sunday,True
1016,2023-04-09 14:06:28,Transport,Fuel,1273.16,Cash,Mall,40000,25000,2023,4,9,Sunday,True
1013,2023-02-04 03:32:08,Travel,Flights,4074.08,Card,Mall,50000,20000,2023,2,4,Saturday,True
1018,2024-10-02 07:30:56,Bills,Internet,4365.33,UPI,Restaurant,30000,25000,2024,10,2,Wednesday,False
1009,2024-06-01 12:37:09,Shopping,Clothing,1135.11,UPI,Store,30000,30000,2024,6,1,Saturday,True
1011,2023-03-26 12:53:41,Rent,House Rent,19637.98,Card,Online,60000,25000,2023,3,26,Sunday,True
