Employee_ID,Age,Gender,Department,Education_Level,Experience_Years,Salary,Training_Hours,Projects_Completed,Overtime_Hours,Absenteeism_Days,Last_Performance_Score,Performance_Level
408,56,Female,Finance,Masters,28,83797,81,8,4,16,1,Low
409,54,Female,IT,Masters,14,71798,50,16,0,2,5,Medium
410,54,Male,HR,Masters,13,167722,42,8,18,17,1,Low
411,58,Male,HR,Masters,20,177086,33,2,32,18,1,Low
412,33,Male,Sales,PhD,28,96421,96,7,41,13,5,Medium
413,24,Female,Marketing,Bachelors,0,27434,48,18,29,1,1,Low
414,22,Female,Marketing,Bachelors,27,50028,17,19,11,11,3,Medium
415,54,Male,Marketing,Masters,10,86558,60,15,9,10,2,Low
416,31,Female,Sales,Masters,27,44331,56,6,33,16,5,Medium
417,50,Male,Marketing,Masters,24,87573,92,6,15,5,3,Medium
418,34,Female,IT,Bachelors,2,149473,4,19,39,18,1,Low
419,33,Male,Sales,Masters,18,197398,88,12,45,12,1,Low
420,52,Female,IT,PhD,17,102979,23,2,28,6,2,Low
421,23,Male,Sales,PhD,19,24123,92,11,14,10,3,Medium
422,56,Male,Marketing,PhD,27,36603,63,7,47,6,3,Medium
423,44,Male,IT,Bachelors,1,85941,58,12,10,12,5,Medium
424,38,Male,IT,Masters,28,62597,37,19,43,12,1,Low
425,47,Male,IT,Masters,24,104238,32,15,33,0,4,Medium
426,29,Male,Sales,Masters,27,193791,9,6,35,18,5,Medium
427,50,Female,Finance,Bachelors,25,61751,36,3,29,18,5,Medium
428,47,Female,Marketing,Bachelors,6,146462,96,11,34,14,5,Medium
429,31,Female,IT,Bachelors,7,106978,86,16,8,13,2,Low
430,47,Male,Finance,Bachelors,18,37693,10,0,17,2,2,Low
431,55,Male,Marketing,PhD,21,188769,23,16,18,19,5,Medium
432,28,Female,Marketing,Bachelors,14,114524,87,1,38,3,4,Medium
433,25,Male,IT,Bachelors,9,117869,70,5,3,6,3,Medium
434,32,Male,IT,Bachelors,21,181064,20,11,5,0,3,Medium
435,50,Male,Sales,Masters,28,83825,19,10,32,18,1,Low
436,57,Male,Finance,Masters,0,160594,9,10,31,2,3,Medium
437,46,Male,Finance,Masters,5,150475,88,17,15,19,3,Medium
438,42,Female,IT,PhD,12,65406,46,7,10,14,4,Medium
439,57,Female,Marketing,PhD,13,163193,99,6,21,12,3,Medium
440,31,Female,IT,Bachelors,2,143371,46,13,35,13,4,Medium
441,58,Female,Marketing,Masters,10,165291,14,15,49,6,2,Low
442,30,Female,Marketing,PhD,2,21617,43,11,22,0,4,Medium
443,45,Male,IT,Masters,18,63016,61,8,25,12,2,Low
444,56,Male,HR,PhD,9,44276,5,19,30,3,4,Medium
445,56,Male,Finance,PhD,26,92240,65,15,28,11,5,Medium
446,57,Male,Marketing,Bachelors,14,126292,75,18,4,6,2,Low
447,39,Female,Marketing,Bachelors,10,37959,3,15,37,1,2,Low
448,53,Female,HR,PhD,14,48522,22,8,24,16,3,Medium
449,45,Female,Sales,Bachelors,25,161025,12,12,33,0,2,Low
450,44,Male,HR,PhD,26,46567,80,4,11,13,4,Medium
451,53,Female,HR,PhD,23,82708,30,18,21,0,5,Medium
452,58,Male,Marketing,Masters,12,146206,15,9,8,2,5,Medium
453,33,Female,Finance,Bachelors,4,42560,40,6,19,10,3,Medium
454,34,Female,HR,Bachelors,3,78390,89,8,28,6,4,Medium
455,44,Male,Sales,Bachelors,12,145772,91,13,43,8,4,Medium
456,46,Male,IT,Masters,8,187732,0,14,28,2,1,Low
457,56,Female,HR,Masters,24,65104,11,12,44,0,2,Low
458,51,Female,HR,Masters,16,77805,55,9,26,18,3,Medium
459,38,Male,Sales,Bachelors,1,44496,49,13,16,1,5,Medium
460,41,Female,Finance,Bachelors,23,111257,19,11,4,4,1,Low
461,46,Female,HR,Bachelors,4,23515,65,18,44,16,4,Medium
462,43,Male,HR,Masters,15,24454,35,5,12,18,2,Low
463,34,Female,Finance,Masters,6,42873,78,11,41,4,5,High
464,40,Male,Sales,PhD,0,93920,37,12,14,13,1,Low
465,57,Female,HR,Masters,27,33727,21,7,14,9,4,Medium
466,33,Male,Finance,PhD,25,148376,60,15,17,6,5,Medium
467,40,Female,HR,Bachelors,11,89070,49,1,49,7,5,Medium
468,33,Male,IT,Masters,20,119059,95,6,1,7,4,Medium
469,30,Female,Marketing,Bachelors,10,144564,58,11,22,6,4,Medium
470,28,Male,IT,Bachelors,11,137213,19,6,42,12,3,Medium
471,49,Female,HR,Bachelors,18,45465,35,18,12,13,5,Medium
472,35,Female,Sales,Bachelors,25,79799,96,13,42,18,4,Medium
473,52,Female,Marketing,Masters,11,116129,14,8,3,10,1,Low
474,40,Female,IT,Bachelors,11,172402,61,17,46,1,2,High
475,37,Female,Finance,PhD,13,159374,2,10,24,16,3,Medium
476,26,Female,Sales,Masters,1,127288,92,15,10,5,4,Medium
477,56,Female,IT,Bachelors,1,32875,90,18,49,8,2,Low
478,33,Female,Finance,Masters,24,47219,4,10,47,18,3,Medium
479,46,Female,HR,PhD,28,56182,55,17,41,4,5,High
480,42,Male,Finance,Bachelors,3,193341,30,10,11,8,2,Low
481,57,Male,IT,PhD,19,99781,85,3,12,6,3,Medium
482,44,Female,IT,Bachelors,22,26457,34,17,8,3,4,Medium
483,37,Male,HR,PhD,25,157821,70,18,44,17,4,Medium
484,35,Female,Finance,Bachelors,15,53064,69,12,37,17,3,Medium
485,52,Female,Finance,Masters,9,160893,25,3,5,19,5,Medium
486,26,Male,HR,Bachelors,12,135256,0,9,42,16,3,Medium
487,56,Female,Finance,Masters,1,118297,82,4,42,3,1,Low
488,44,Female,HR,Bachelors,2,158736,6,2,9,15,3,Medium
489,50,Male,Sales,Bachelors,18,180353,35,15,22,4,3,Medium
490,32,Male,IT,PhD,5,182893,75,7,14,8,4,Medium
491,39,Female,Sales,PhD,18,175719,83,6,44,1,5,Medium
492,33,Male,Marketing,PhD,26,89918,86,18,22,1,3,High
493,30,Male,Marketing,Bachelors,20,110179,24,13,39,3,2,Low
494,31,Female,Marketing,Bachelors,19,94944,93,14,36,19,4,Medium
495,38,Male,HR,Bachelors,18,109142,58,16,33,19,4,Medium
496,59,Male,Finance,Masters,7,47603,60,0,15,16,3,Medium
497,28,Female,Sales,Masters,13,66458,28,5,44,19,2,Low
498,34,Male,Sales,Bachelors,9,90605,94,14,40,18,3,Medium
499,30,Male,Sales,PhD,2,39623,17,11,46,2,2,Low
500,48,Female,Sales,PhD,5,64440,40,19,31,4,4,Medium
501,23,Female,Marketing,PhD,28,102427,18,1,37,9,2,Low
502,26,Female,Sales,Bachelors,14,158776,3,4,39,5,3,Medium
503,50,Male,Finance,PhD,22,113826,64,8,45,2,1,Low
504,58,Female,Marketing,Bachelors,22,47460,40,19,4,16,1,Low
505,59,Female,Sales,Masters,17,130373,14,13,16,9,2,Low
506,40,Male,HR,PhD,13,157637,53,17,21,11,3,Medium
507,29,Female,IT,Masters,18,24870,63,7,38,0,5,Medium
508,22,Female,IT,PhD,27,38909,71,1,40,17,1,Low
509,43,Female,IT,Bachelors,25,29117,14,8,47,18,4,Medium
510,38,Female,Marketing,Bachelors,9,87474,78,6,17,19,3,Medium
511,28,Male,Sales,Bachelors,14,113926,49,17,27,3,3,Medium
512,46,Female,Marketing,Bachelors,3,195394,21,15,12,14,1,Low
513,25,Female,Finance,PhD,22,147463,17,4,49,8,5,Medium
514,57,Male,HR,Masters,1,121536,79,14,41,5,4,Medium
515,27,Female,HR,Bachelors,2,40128,1,4,0,11,5,Medium
516,52,Male,IT,PhD,6,89001,35,10,49,17,4,Medium
517,40,Male,IT,Masters,22,20440,19,13,18,14,1,Low
518,48,Male,IT,Bachelors,15,143491,15,18,33,18,3,Medium
519,31,Female,Sales,Masters,9,162735,66,2,3,8,4,Medium
520,47,Male,Finance,Bachelors,18,170619,29,9,42,12,3,Medium
521,40,Male,Finance,Masters,27,101662,54,5,2,15,2,Low
522,24,Male,Finance,Masters,16,20005,65,2,40,12,2,Low
523,34,Female,Finance,Bachelors,27,27038,98,1,9,0,1,Low
524,49,Female,IT,PhD,18,26414,25,12,27,17,1,Low
525,41,Female,HR,Masters,4,89506,56,17,33,2,1,High
526,49,Female,IT,Bachelors,22,96586,68,1,38,16,2,Low
527,29,Female,Finance,Masters,19,153678,1,14,46,4,4,Medium
528,22,Female,IT,Masters,12,36482,55,4,18,5,5,Medium
529,24,Female,Finance,PhD,12,53948,83,14,41,16,1,Low
530,34,Male,Marketing,Masters,10,109987,61,16,45,16,5,Medium
531,49,Male,HR,Masters,10,40875,33,1,35,0,5,Medium
532,46,Male,Marketing,Bachelors,15,33057,97,17,42,6,2,Low
533,54,Male,Sales,Bachelors,14,52400,55,14,2,15,4,Medium
534,59,Female,IT,PhD,16,88607,54,19,22,4,2,High
535,27,Male,Sales,Masters,21,107561,19,2,16,15,1,Low
536,53,Male,IT,Masters,17,47503,49,4,6,3,2,Low
537,42,Male,Marketing,Masters,27,174837,24,10,25,10,2,Low
538,37,Male,Finance,PhD,18,121096,83,8,42,13,2,Low
539,42,Female,Finance,Masters,3,66612,24,4,17,12,1,Low
540,32,Female,IT,Bachelors,21,118318,52,0,45,7,1,Low
541,58,Female,Finance,PhD,21,104335,13,13,45,19,2,Low
542,57,Male,Marketing,Bachelors,22,120989,59,4,5,14,2,Low
543,56,Female,Finance,Bachelors,4,113012,42,7,30,17,5,Medium
544,40,Male,Marketing,PhD,6,101748,61,13,28,6,4,Medium
545,41,Female,Sales,Bachelors,1,160500,75,15,8,18,5,Medium
546,39,Female,Marketing,Masters,0,182491,68,5,34,8,4,Medium
547,35,Female,HR,PhD,11,85195,62,7,16,10,4,Medium
548,36,Female,HR,Bachelors,9,109846,1,1,11,9,2,Low
549,52,Female,HR,Masters,7,122404,53,18,35,13,5,Medium
550,22,Male,IT,Masters,0,59142,15,8,47,15,4,Medium
551,24,Female,IT,Bachelors,11,91540,54,4,23,7,4,Medium
552,37,Male,IT,Masters,1,189361,93,4,9,0,1,Low
553,44,Male,Marketing,PhD,26,96948,42,18,29,11,4,Medium
554,32,Male,IT,Bachelors,27,78951,60,3,28,2,2,Low
555,33,Male,Sales,Masters,9,31755,37,15,38,1,3,Medium
556,31,Male,HR,Masters,21,137985,44,15,9,15,1,Low
557,53,Female,Marketing,Bachelors,16,104553,50,15,38,3,3,Medium
558,37,Female,HR,Bachelors,25,154962,41,6,27,1,2,Low
559,29,Female,IT,Bachelors,2,114376,23,17,17,11,3,Medium
560,59,Female,Marketing,Bachelors,6,37175,29,0,40,16,4,Medium
561,33,Male,Finance,PhD,11,85687,36,2,49,19,3,Medium
562,45,Female,Sales,Bachelors,7,104983,52,7,16,9,5,Medium
563,49,Female,IT,PhD,19,175360,62,0,10,19,2,Low
564,29,Male,IT,PhD,11,66629,10,6,0,7,5,Medium
565,49,Male,Sales,Bachelors,2,136779,77,6,16,17,3,Medium
566,57,Female,Sales,PhD,16,198872,22,7,35,17,5,Medium
567,47,Female,Finance,Bachelors,27,188439,79,18,35,17,1,Low
568,29,Male,IT,Bachelors,8,88513,49,16,45,1,3,Medium
569,49,Female,IT,Masters,9,102762,84,10,8,11,5,Medium
570,49,Female,HR,Bachelors,21,180094,54,14,44,9,4,Medium
571,58,Female,Marketing,Masters,5,152731,54,8,27,7,3,Medium
572,57,Female,Marketing,PhD,24,77941,3,16,47,18,1,Low
573,48,Male,HR,Masters,0,189002,96,10,32,9,4,Medium
574,38,Male,Marketing,PhD,21,63473,53,5,2,10,3,Medium
575,30,Male,Sales,Bachelors,11,36040,60,8,7,13,4,Medium
576,54,Female,Marketing,PhD,4,89806,77,17,49,14,3,Medium
577,41,Female,Marketing,PhD,12,164358,82,19,5,9,3,Medium
578,34,Female,HR,Bachelors,26,132076,4,1,5,3,2,Low
579,49,Female,Finance,PhD,14,75916,99,3,28,6,5,Medium
580,50,Female,Marketing,Bachelors,21,168672,94,17,36,10,3,Medium
581,34,Male,Marketing,Masters,29,153363,17,0,11,2,1,Low
582,56,Female,Finance,Bachelors,10,164195,43,10,8,4,5,Medium
583,27,Female,HR,Bachelors,7,23811,30,2,40,1,2,Low
584,39,Male,Finance,PhD,4,51276,93,7,48,11,5,Medium
585,26,Female,HR,Masters,1,197691,20,4,18,4,5,Medium
586,46,Male,Sales,Bachelors,11,101049,46,19,16,6,3,Medium
587,23,Male,HR,Masters,27,177786,29,4,47,3,1,Low
588,31,Male,Sales,Masters,1,163266,54,10,43,10,3,Medium
589,51,Male,Sales,PhD,25,93062,67,11,31,8,1,Low
590,26,Male,HR,Bachelors,15,170434,68,8,34,3,1,Low
591,54,Female,IT,PhD,20,74499,40,12,13,8,4,Medium
592,22,Male,HR,Bachelors,2,66281,44,19,48,11,3,Medium
593,39,Male,Marketing,Masters,9,64852,73,2,15,15,2,Low
594,53,Female,Marketing,Bachelors,18,198908,90,12,20,0,5,High
595,32,Female,IT,Bachelors,7,24595,79,10,11,7,4,Medium
596,42,Male,Sales,Masters,6,115930,29,10,23,0,2,Low
597,47,Female,IT,Masters,0,166474,76,19,33,19,3,Medium
598,46,Female,Marketing,Bachelors,11,112676,99,6,7,18,1,Low
599,43,Male,IT,PhD,28,193795,84,16,43,3,3,High
600,48,Male,HR,Bachelors,27,197836,44,15,20,13,3,Medium
601,34,Female,IT,Masters,4,175983,44,13,47,13,4,Medium
602,54,Male,Sales,PhD,15,39405,78,0,7,8,2,Low
603,55,Male,HR,Masters,24,78122,83,10,27,8,4,Medium
604,56,Female,Finance,Masters,3,148909,83,12,15,16,2,Low
605,22,Male,Marketing,PhD,16,23447,44,0,9,14,4,Medium
606,42,Male,Marketing,Masters,23,30662,54,1,14,9,5,Medium
607,27,Male,IT,Masters,20,78282,58,8,3,16,1,Low
608,49,Male,HR,Masters,1,155971,4,12,25,8,1,Low
609,38,Male,Finance,Masters,11,48582,31,4,14,3,1,Low
610,26,Female,HR,Masters,0,87471,5,8,35,13,5,Medium
611,52,Female,Marketing,Masters,29,143513,93,12,31,2,5,High
612,26,Male,HR,Masters,11,193285,25,4,42,11,1,Low
613,59,Female,Finance,Masters,11,127578,36,14,37,0,1,Low
614,24,Male,IT,Masters,11,95871,12,6,3,0,2,Low
615,44,Male,Sales,Bachelors,18,103205,92,13,40,12,2,Low
616,58,Male,HR,Bachelors,24,94081,68,15,8,13,3,Medium
617,58,Male,Sales,Masters,16,125783,24,5,34,15,4,Medium
618,31,Male,Marketing,Bachelors,19,103805,12,1,27,6,2,Low
619,31,Female,IT,PhD,23,144698,87,15,36,9,2,Low
620,40,Female,IT,Bachelors,23,188902,94,18,46,14,2,Low
621,38,Male,HR,Masters,25,158138,19,4,8,7,2,Low
622,42,Female,IT,Masters,27,30712,71,3,1,10,5,Medium
623,35,Male,HR,Bachelors,10,101527,59,13,2,13,3,Medium
624,30,Female,HR,Masters,12,149453,72,5,43,12,2,Low
625,22,Male,Sales,PhD,26,146888,20,7,47,12,4,Medium
626,34,Female,IT,PhD,7,107185,60,2,4,8,2,Low
627,25,Male,HR,Masters,9,119851,83,3,9,16,5,Medium
628,22,Male,Sales,PhD,7,181878,78,0,27,17,1,Low
629,53,Female,Finance,PhD,19,32210,25,1,14,18,1,Low
630,55,Female,Sales,Bachelors,7,56972,53,12,13,12,3,Medium
631,49,Male,Sales,PhD,8,54136,41,8,45,11,1,Low
632,52,Female,HR,Bachelors,6,195369,10,11,22,19,2,Low
633,29,Male,Marketing,Masters,13,136445,36,9,12,19,5,Medium
634,47,Female,Marketing,Bachelors,27,35945,10,9,15,7,3,Medium
635,55,Female,Marketing,Masters,1,193549,26,17,29,10,2,Low
636,24,Male,Sales,Masters,24,99180,93,11,39,6,1,Low
637,33,Female,HR,Masters,10,90453,82,15,7,0,4,High
638,22,Female,IT,Masters,7,105404,33,5,16,9,2,Low
639,26,Male,Sales,Masters,12,164296,37,9,29,14,4,Medium
640,51,Female,Sales,Bachelors,20,23052,60,14,16,3,4,High
641,51,Male,HR,Masters,14,47272,86,8,34,0,3,Medium
642,38,Male,Finance,PhD,27,61150,52,1,0,10,5,Medium
643,44,Male,Sales,PhD,2,168388,64,17,48,4,1,High
644,36,Male,Finance,Masters,22,158312,2,11,23,18,1,Low
645,58,Male,Finance,PhD,13,117095,66,2,47,18,2,Low
646,42,Female,Marketing,Bachelors,29,88774,27,6,48,3,1,Low
647,35,Male,HR,Bachelors,14,63175,13,8,24,1,3,Medium
648,23,Male,Finance,Masters,1,151637,51,7,1,6,1,Low
649,32,Female,HR,Masters,28,36375,29,5,24,12,2,Low
650,59,Female,Marketing,Masters,18,45710,57,0,13,19,1,Low
651,55,Female,HR,PhD,11,166246,53,13,38,11,5,Medium
652,59,Male,Sales,PhD,24,127026,68,15,32,1,4,High
653,55,Male,Finance,Bachelors,19,47597,14,15,16,8,4,Medium
654,39,Male,HR,PhD,3,94289,37,3,30,15,4,Medium
655,51,Female,IT,Bachelors,2,189469,77,5,9,7,5,Medium
656,36,Male,HR,PhD,4,184141,13,14,5,17,3,Medium
657,48,Female,Finance,Bachelors,2,105687,56,7,38,3,2,Low
658,55,Male,Marketing,Masters,24,138968,58,0,24,10,5,Medium
659,59,Female,Marketing,PhD,14,60274,7,12,37,16,2,Low
660,54,Male,Finance,Bachelors,18,189269,71,17,36,7,3,Medium
661,45,Male,Sales,PhD,1,68634,18,17,29,18,5,Medium
662,36,Male,Sales,Masters,11,50041,31,12,33,7,1,Low
663,51,Female,Marketing,Bachelors,4,158320,94,13,17,5,3,Medium
664,38,Female,Marketing,PhD,21,105365,28,10,23,1,4,Medium
665,26,Male,Finance,PhD,16,153275,40,6,48,14,5,Medium
666,50,Male,Sales,Masters,13,71986,74,17,26,0,3,High
667,25,Male,Marketing,Masters,27,45370,44,3,26,5,3,Medium
668,31,Female,Sales,Bachelors,26,55247,12,16,38,18,5,Medium
669,38,Male,Marketing,PhD,21,144403,26,18,20,3,4,Medium
670,31,Male,HR,PhD,9,139544,18,13,18,12,4,Medium
671,38,Male,IT,Masters,2,151506,25,9,38,14,3,Medium
672,41,Male,HR,Masters,3,82982,52,5,22,8,2,Low
673,45,Female,Marketing,Bachelors,5,85180,50,17,38,2,3,Medium
674,26,Female,IT,PhD,23,128534,36,3,47,1,5,Medium
675,55,Male,IT,PhD,24,185546,8,10,43,15,5,Medium
676,27,Male,Marketing,Bachelors,21,44644,91,12,46,17,5,Medium
677,23,Female,Marketing,Bachelors,15,58493,95,7,14,17,4,Medium
678,34,Female,Sales,Masters,6,103824,51,9,42,5,1,Low
679,32,Male,Marketing,Masters,14,155031,53,10,1,17,5,Medium
680,44,Female,Finance,Bachelors,29,67289,2,2,34,10,5,Medium
681,37,Female,Marketing,Bachelors,20,162215,95,14,19,6,2,Low
682,52,Male,Finance,PhD,29,190665,68,7,27,13,2,Low
683,32,Female,Marketing,Bachelors,27,190187,7,19,14,17,3,Medium
684,37,Female,Sales,Bachelors,24,173612,13,17,15,6,3,Medium
685,29,Male,Finance,PhD,19,55481,2,0,32,9,3,Medium
686,25,Male,HR,Bachelors,25,97097,23,7,46,7,5,Medium
687,25,Female,Finance,Masters,10,42578,12,2,11,13,2,Low
688,46,Male,Sales,Masters,21,163859,42,0,38,17,3,Medium
689,24,Female,Finance,PhD,20,92048,28,19,38,4,2,Low
690,53,Male,Marketing,Bachelors,0,161668,71,15,42,13,5,Medium
691,24,Female,Marketing,Masters,4,171002,50,8,19,9,5,Medium
692,48,Male,Sales,Masters,12,199022,41,16,28,14,3,Medium
693,50,Female,IT,Masters,20,115737,30,15,42,5,5,Medium
694,53,Female,Marketing,Masters,13,38687,62,5,48,8,5,Medium
695,40,Female,HR,Bachelors,8,142540,25,6,2,9,2,Low
696,42,Male,Sales,Bachelors,16,187061,17,15,47,16,1,Low
697,26,Male,Finance,Bachelors,14,50183,81,7,4,0,4,Medium
698,39,Female,Finance,Bachelors,20,40758,56,9,1,13,3,Medium
699,49,Female,HR,Masters,6,152154,6,13,22,3,1,Low
700,43,Male,Marketing,PhD,26,116368,47,10,25,1,3,Medium
701,42,Male,Sales,PhD,21,65891,79,1,25,2,1,Low
702,27,Male,HR,Masters,21,196882,59,11,6,6,5,Medium
703,22,Male,Marketing,Masters,11,66901,32,19,9,13,3,Medium
704,26,Male,Sales,PhD,22,123912,2,19,4,11,1,Low
705,33,Male,Finance,PhD,5,91062,3,12,46,18,4,Medium
706,47,Female,Sales,Masters,20,172635,99,14,11,17,5,Medium
707,55,Male,IT,Masters,15,92008,3,11,31,14,3,Medium
708,35,Female,Sales,Bachelors,25,153847,41,12,41,0,3,Medium
709,47,Male,IT,Bachelors,4,166900,8,7,30,2,1,Low
710,48,Male,Sales,PhD,8,37974,50,15,21,14,3,Medium
711,30,Female,IT,Masters,13,173460,16,2,16,3,5,Medium
712,47,Female,Finance,PhD,7,100591,16,12,19,14,2,Low
713,43,Male,Marketing,Bachelors,13,38615,96,11,19,9,1,Low
714,51,Female,IT,Bachelors,11,188958,19,18,42,5,4,Medium
715,38,Female,IT,PhD,9,42838,13,1,7,12,3,Medium
716,47,Female,Finance,Bachelors,29,60728,21,0,46,6,5,Medium
717,57,Female,IT,Masters,19,136249,51,7,33,0,3,Medium
718,22,Male,HR,PhD,19,98000,26,8,48,10,4,Medium
719,29,Female,Finance,Masters,25,72798,42,7,22,13,5,Medium
720,56,Male,HR,Masters,20,170694,2,16,37,5,4,Medium
721,36,Male,Finance,Bachelors,12,164608,87,8,27,4,5,Medium
722,43,Male,IT,Masters,28,156772,93,5,12,18,2,Low
723,35,Male,HR,PhD,18,189911,7,14,28,18,5,Medium
724,47,Female,IT,Masters,14,30248,85,12,7,12,4,Medium
725,49,Female,Finance,Masters,7,65291,88,11,10,6,1,Low
726,44,Male,IT,Masters,22,102629,9,12,46,7,2,Low
727,35,Male,HR,Masters,20,145612,28,6,44,13,3,Medium
728,45,Male,HR,Masters,9,37177,39,17,17,18,2,Low
729,23,Male,IT,Bachelors,2,170555,64,13,49,18,2,Low
730,47,Female,Sales,PhD,20,63815,20,10,24,11,3,Medium
731,35,Male,Finance,Bachelors,2,58533,23,13,48,8,5,Medium
732,28,Female,Finance,PhD,25,20026,72,16,21,13,2,Low
733,24,Male,IT,PhD,4,124997,59,1,44,5,2,Low
734,44,Male,Sales,PhD,15,80611,25,18,34,14,1,Low
735,39,Male,HR,PhD,16,107242,8,15,28,12,1,Low
736,59,Male,Marketing,PhD,5,175732,19,9,20,6,4,Medium
737,56,Female,Marketing,Masters,25,124913,55,7,6,10,3,Medium
738,36,Female,IT,Bachelors,19,62082,98,4,11,9,5,Medium
739,46,Female,Sales,Bachelors,19,167330,35,6,35,0,5,Medium
740,58,Male,Sales,Masters,15,123613,35,12,23,6,4,Medium
741,49,Male,Finance,PhD,23,118315,72,15,31,17,5,Medium
742,31,Female,HR,Bachelors,1,109690,21,4,26,2,5,Medium
743,38,Female,Sales,Masters,19,115220,0,15,31,8,1,Low
744,43,Male,Marketing,Masters,14,35389,68,14,31,4,5,High
745,47,Male,HR,Bachelors,17,111860,72,8,31,12,5,Medium
746,46,Female,HR,Bachelors,0,178757,36,11,25,15,4,Medium
747,38,Male,IT,PhD,25,178267,82,7,10,15,4,Medium
748,34,Male,Sales,PhD,28,41797,71,12,45,11,2,Low
749,41,Female,IT,Bachelors,28,131975,95,4,17,17,5,Medium
750,46,Male,Sales,PhD,18,117169,12,13,38,10,5,Medium
751,25,Female,Finance,Masters,11,86332,83,15,4,16,5,Medium
752,31,Male,IT,PhD,7,158260,99,10,15,6,1,Low
753,24,Female,IT,PhD,5,43696,42,19,10,14,5,Medium
754,39,Male,Marketing,Masters,11,22024,36,11,34,5,1,Low
755,57,Female,IT,PhD,6,187057,93,14,47,5,2,Low
756,43,Female,Sales,Masters,17,157656,73,11,10,17,3,Medium
757,55,Female,Marketing,PhD,21,110998,94,8,41,18,5,Medium
758,29,Female,IT,Bachelors,13,178116,24,0,22,19,4,Medium
759,40,Male,IT,PhD,7,25285,92,2,33,18,4,Medium
760,58,Male,Finance,Bachelors,23,27370,87,11,47,1,5,High
761,27,Female,IT,Bachelors,19,37903,20,19,16,2,1,Low
762,47,Male,HR,Bachelors,21,183571,40,12,9,13,4,Medium
763,55,Male,Marketing,Bachelors,13,117904,72,5,17,3,4,Medium
764,27,Male,HR,Bachelors,4,42995,41,9,43,16,2,Low
765,58,Male,Marketing,Masters,8,125160,41,9,7,5,2,Low
766,54,Male,Finance,Masters,7,186272,1,15,25,18,2,Low
767,43,Female,IT,Masters,1,108377,67,0,2,8,4,Medium
768,42,Female,IT,Bachelors,27,164638,7,15,23,3,4,Medium
769,27,Female,IT,PhD,15,57822,95,3,2,6,5,Medium
770,27,Female,Marketing,Masters,12,127412,60,5,37,3,5,Medium
771,25,Male,IT,PhD,6,71222,13,18,1,10,1,Low
772,51,Male,HR,PhD,15,114088,76,1,34,1,4,Medium
773,32,Female,IT,Bachelors,6,110450,20,17,16,9,5,Medium
774,51,Male,Finance,Bachelors,26,129366,23,9,8,5,5,Medium
775,52,Male,HR,Bachelors,13,130078,49,3,35,7,2,Low
776,45,Female,IT,Masters,13,83853,81,0,21,14,2,Low
777,30,Male,IT,Bachelors,11,143794,44,14,30,12,2,Low
778,24,Female,Sales,Masters,0,173405,63,9,33,1,3,Medium
779,52,Female,Marketing,Masters,0,167030,63,17,23,19,5,Medium
780,58,Male,HR,Masters,11,72442,25,15,8,0,2,Low
781,57,Male,Sales,Masters,19,172026,31,12,45,14,2,Low
782,45,Female,Finance,Bachelors,20,29675,56,14,42,6,4,Medium
783,52,Female,Marketing,Masters,14,109590,52,1,1,17,2,Low
784,27,Male,HR,Bachelors,3,128570,32,19,20,9,4,Medium
785,23,Female,IT,Bachelors,6,51661,51,3,33,14,1,Low
786,41,Female,HR,Masters,15,84289,94,0,26,4,2,Low
787,49,Female,IT,Bachelors,2,37184,17,6,36,10,4,Medium
788,32,Male,Marketing,PhD,6,67963,34,10,6,7,2,Low
789,25,Female,IT,Bachelors,28,176894,11,9,21,7,1,Low
790,36,Male,Finance,Bachelors,23,25267,50,0,3,5,2,Low
791,27,Female,IT,Masters,21,82814,88,10,13,14,4,Medium
792,51,Male,Finance,Masters,5,56025,94,9,33,14,1,Low
793,59,Female,Marketing,Bachelors,15,141246,9,13,22,4,1,Low
794,23,Male,Marketing,Masters,23,97605,51,13,43,12,1,Low
795,36,Male,HR,PhD,7,152053,33,6,41,13,3,Medium
796,32,Male,Finance,PhD,22,63436,66,10,24,10,4,Medium
797,29,Female,Finance,Masters,21,169544,38,3,0,19,3,Medium
798,47,Female,Sales,Bachelors,5,170408,7,1,47,11,1,Low
799,26,Female,Sales,PhD,9,176659,95,6,14,19,3,Medium
800,27,Male,Sales,PhD,15,97192,28,18,31,0,2,Low
801,47,Female,IT,Bachelors,10,140591,21,13,13,2,3,Medium
802,25,Male,Sales,Masters,12,104511,83,18,40,7,5,Medium
803,40,Female,Finance,PhD,28,29665,69,6,20,11,1,Low
804,41,Male,IT,Bachelors,5,178169,60,11,46,14,1,Low
805,54,Male,Marketing,Bachelors,23,111277,42,2,6,2,4,Medium
806,41,Male,HR,PhD,0,72474,48,14,35,7,2,Low
807,33,Female,Sales,Masters,20,176257,28,4,20,18,4,Medium
808,22,Female,Marketing,PhD,18,95911,80,7,49,19,3,Medium
809,47,Female,Finance,Bachelors,11,112643,30,13,39,5,5,Medium
810,35,Male,HR,PhD,23,50484,52,3,11,17,5,Medium
811,59,Male,Marketing,Masters,26,121165,33,6,14,10,5,Medium
812,58,Female,HR,Bachelors,5,196682,37,6,14,11,5,Medium
813,32,Female,Sales,Masters,29,45835,56,17,16,1,2,High
814,57,Female,Finance,PhD,17,116453,3,13,33,4,3,Medium
815,34,Male,HR,PhD,12,73790,1,7,43,3,5,Medium
